district_name,vilname,schcd,schname,schmgt_desc,schmgt,schcat,rururb,schcat_desc,rururb,schtype,pincd,disthq,distcrc,estdyear,lowclass,highclass,ppsec_yn,ppstudent,ppteacher,workdays,schres_yn,resitype,schshi_yn,noinspect,visitscrc,visitsbrc,conti_r,conti_e,tlm_r,tlm_e,funds_e,funds_r,osrc_e,osrc_r,tchsan,tchpos,parapos,ntpos,medinstr1,medinstr2,medinstr3,medinstr4,supvar1,supvar2,supvar3,supvar4,supvar5,schmntcgrant_r,schmntcgrant_e,tle_r,tle_e,postaladdr,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email,website,parasanct_ele,tchsanct_sec,tchposn_sec,parasanct_sec,paraposn_sec,tchsanct_hsec,tchposn_hsec,parasanct_hsec,paraposn_hsec,tchregu_upr,tchpara_upr,tchpart_upr,tchsanct_pr,parasanct_pr,ntsanct_sec,ntposn_sec,ntsanct_hsec,ntposn_hsec,anganwadi_yn,anganwadi_stu,anganwadi_tch,latdeg,latmin,latsec,londeg,lonmin,lonsec,approachbyroad,yearrecog,yearupgrd,cwsnsch_yn,visitsrtcwsn,distp,distu,dists,disth,meds1,meds2,meds3,meds4,medh1,medh2,medh3,medh4,boardsec,boardhsec,yearrecogs,yearrecogh,yearupgrds,yearupgrdh,schresupr_yn,schressec_yn,schreshsec_yn,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchsec,tchhsec,tchnr_clstaught,tchcwsntrnd,tchdisable,tchregu,tchcont,tchpart
LUNGLEI,BUALPUI 'H',15060102304,BUALPUI H HS (ADHOC),ADHOC AIDED                                                                ,18,8,1,Secondary Only,Rural,3,796581,25,48,2001,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,,,,8575888427,,,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,52,57,93,5,60,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,2003,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,10,7,0,0,0,0,5,2,7,0,0,7,0,0,0,7,0,7,0
LUNGLEI,PHAILENG 'S',15060102401,GOVT. PHAILENG 'S' M/S,Department of Education,1,4,1,Upper Primary only,Rural,3,796571,38,18,1988,5,8,2,0,0,0,2,5,2,2,5,2,7000,7000,0,0,0,0,0,0,0,0,0,2,25,98,98,98,,,,,,7500,7500,0,0,,,,8413932940,,,,,,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,23,3,40,92,85,39,1,1995,0,2,0,0,1,8,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,6,2,1,6,7,0,0,0,0,0,0,0,0,4,2,6,0,6,0,0,0,0,6,1,5,0
LUNGLEI,PHAILENG 'S',15060102402,GOVT. PHAILENG 'S' P/S,Department of Education,1,1,1,Primary,Rural,3,796571,24,12,1974,1,4,2,0,0,0,2,5,2,2,5,2,5000,5000,0,0,0,0,0,0,0,2,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,8014771458,,,8014583532,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,3,29,92,85,37,1,1990,0,2,0,0,1,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,5,6,4,3,3,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,4,2,2,0
LUNGLEI,ELECTRIC VENG,15060200101,GOVT. ELECTRIC VENG M/S,Department of Education,1,4,2,Upper Primary only,Urban,3,796701,1,3,1980,5,8,2,0,0,0,2,5,2,3,12,0,7000,7000,0,0,0,0,0,0,0,0,0,2,25,98,98,98,,,,,,7500,7500,0,0,,,,9436371123,,,9436147793,,,0,0,0,0,0,0,0,0,0,9,5,1,0,0,0,0,0,0,2,0,0,22,88,87,92,74,75,1,1980,0,2,0,0,5,1,0,,,,,,,,,2,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,12,2,22,9,13,0,0,0,0,0,0,0,0,10,5,15,0,15,0,0,0,0,15,9,5,1
LUNGLEI,ELECTRIC VENG,15060200102,GOVT. BETHLEHEM M/S,Department of Education,1,4,2,Upper Primary only,Urban,3,796701,1,3,1988,5,8,2,0,0,0,2,5,2,0,0,0,7000,7000,0,0,0,0,0,0,0,0,0,1,25,98,98,98,,,,,,7500,7500,0,0,,,,9436493004,,,9436391493,,,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,2,0,0,22,89,11,92,74,75,1,1995,0,2,0,0,5,1,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,4,5,4,6,6,0,0,0,0,0,0,0,0,7,4,11,0,11,0,0,0,0,11,8,3,0
LUNGLEI,ELECTRIC VENG,15060200104,GOVT. ELECTRIC VENG P/S - I,Department of Education,1,1,2,Primary,Urban,3,796701,1,4,1970,1,4,1,34,0,0,2,9,2,3,18,0,5000,5000,0,0,0,0,0,0,0,4,3,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9436157451,,,9436147725,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,96,92,74,86,1,1970,0,2,0,0,5,3,0,,,,,,,,,5,5,,,,,9,0,0,17,17,10,7,6,3,6,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,0,0,0,0,7,4,3,0
LUNGLEI,ELECTRIC VENG,15060200105,GOVT. ELECTRIC VENG P/S - II,Department of Education,1,1,2,Primary,Urban,3,796701,1,2,1996,1,4,2,0,0,0,2,5,2,2,20,0,5000,5000,0,0,0,0,0,0,0,4,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9402521987,,,9862750084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,89,17,92,74,89,1,1996,0,2,0,0,5,4,0,,,,,,,,,5,5,,,,,9,0,0,0,0,3,7,1,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,0,0,0,0,0,6,4,2,0
LUNGLEI,ELECTRIC VENG,15060200107,CHHIMTLANG ACADEMY,Pvt. Unaided,5,4,2,Upper Primary only,Urban,3,796701,1,2,2006,5,8,2,0,0,0,2,5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,19,98,98,98,,,,,,0,0,0,0,,,,8414051362,,,9436157081,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,22,88,92,92,74,61,1,0,0,2,0,0,5,3,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,13,13,8,0,0,0,0,0,0,0,0,4,2,6,0,6,0,0,0,0,6,0,6,0
LUNGLEI,ELECTRIC VENG,15060200108,ELDO DAY CARE CENTRE (LUMPSUM),LUMPSUM AIDED                                                              ,17,4,2,Upper Primary only,Urban,3,796701,1,3,2005,5,8,2,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862688873,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,22,88,93,92,74,54,1,2007,0,2,0,0,5,2,0,,,,,,,,,5,5,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,6,0,6,0
LUNGLEI,ELECTRIC VENG,15060200109,R. SANGZUALA MEM. SCHOOL,Pvt. Unaided,5,2,2,Primary with Upper Primary,Urban,3,796701,1,3,2007,1,8,1,58,3,0,2,5,2,1,7,0,0,0,0,0,0,0,0,0,0,0,6,2,19,98,98,98,,,,,,0,0,0,0,,,,9436391522,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,45,2,22,89,11,92,74,73,1,2012,0,2,0,0,5,1,0,,,,,,,,,5,5,,,,,2,0,0,25,33,6,8,16,10,7,5,11,6,6,6,8,1,6,5,2,0,0,0,0,0,0,0,0,0,3,9,12,6,6,0,0,0,0,12,0,12,0
LUNGLEI,ELECTRIC VENG,15060200110,ELDO DAY CARE CENTRE P/S,Pvt. Unaided,5,1,2,Primary,Urban,3,796701,1,3,2005,1,4,1,49,3,0,2,5,2,1,8,0,0,0,0,0,0,0,0,0,0,0,7,2,19,98,98,98,,,,,,0,0,0,0,,,,9862688873,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,92,92,74,59,1,0,0,2,0,0,5,2,0,,,,,,,,,5,5,,,,,9,0,0,26,23,9,2,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,0,0,0,0,7,0,7,0
LUNGLEI,ELECTRIC VENG,15060200113,GOVT. JNM M/S,Department of Education,1,4,2,Upper Primary only,Urban,3,796701,1,3,1969,5,8,2,0,0,0,2,5,2,4,12,0,7000,7000,0,0,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9615593038,,,9612340321,,,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,2,0,0,22,88,92,92,74,69,1,1969,0,2,0,0,5,4,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,12,16,8,5,0,0,0,0,0,0,0,0,4,7,11,0,11,0,0,0,0,11,5,5,1
LUNGLEI,ELECTRIC VENG,15060200115,GOVT. LEITLANGPUI HSS,Department of Education,1,11,2,Higher Secondary only/Jr. College,Urban,3,796701,0,0,2000,11,12,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2324864,9862329559,,,,,,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,22,53,21,92,44,42,1,0,0,2,0,0,0,0,0,,,,,,,,,0,2,0,2000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,69,73,86,7,8,15,0,0,0,15,0,0,15,13,2,0
LUNGLEI,ELECTRIC VENG,15060200116,GOVT. ELECTRIC HS,Department of Education,1,8,2,Secondary Only,Urban,3,796701,0,0,1990,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436147991,,,9436370477,,,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,25,92,44,48,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1995,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,0,0,0,0,5,2,7,0,0,7,0,0,0,7,6,1,0
LUNGLEI,ELECTRIC VENG,15060200117,EDENTHAR SCHOOL OF LIFE,Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,0,0,1995,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436157081,,,8575692698,,,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,21,92,44,46,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1995,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,0,0,0,3,1,4,0,0,4,0,0,1,4,0,4,0
LUNGLEI,ELECTRIC VENG,15060200118,GOVT. LEITLANGPUI HS,Department of Education,1,8,2,Secondary Only,Urban,3,796701,1,1,1981,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436157451,,,9436326037,,,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,21,92,44,42,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1981,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46,14,35,0,0,0,0,2,6,8,0,0,8,0,0,0,8,6,2,0
LUNGLEI,ELECTRIC VENG,15060200119,CHHIMTLANG ACADEMY HSS,Pvt. Unaided,5,11,2,Higher Secondary only/Jr. College,Urban,3,796701,0,0,2010,11,12,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436157081,,,8575692698,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,22,53,22,92,44,46,1,,,2,0,0,0,0,0,,,,,,,,,0,2,,2010,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,6,2,1,3,0,0,0,3,0,0,3,0,3,0
LUNGLEI,CHANMARI,15060200201,GOVT. CHANMARI P.K. M/S,Department of Education,1,4,2,Upper Primary only,Urban,3,796701,1,3,1980,5,8,2,0,0,0,2,5,2,4,18,0,7000,7000,0,0,0,0,0,0,0,0,0,2,25,98,98,98,,,,,,7500,7500,0,0,,,,9465059058,,,,,,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,2,0,0,22,88,67,92,74,70,1,0,0,2,0,0,1,5,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,9,12,6,11,8,0,0,0,0,0,0,0,0,5,8,13,0,13,0,0,0,0,13,9,3,1
LUNGLEI,CHANMARI,15060200202,GOVT. CHANMARI P/S - I,Department of Education,1,1,2,Primary,Urban,3,796701,1,1,1957,1,4,2,0,0,0,2,5,2,2,12,0,5000,5000,0,0,0,0,0,0,0,10,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862680062,,,9863045980,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,40,92,74,76,1,1959,0,2,0,0,3,1,0,,,,,,,,,5,5,,,,,9,0,0,0,0,10,8,3,0,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,10,0,0,0,0,0,10,10,0,0
LUNGLEI,CHANMARI,15060200203,GOVT. CHANMARI P/S - II,Department of Education,1,1,2,Primary,Urban,3,796701,1,1,1980,1,4,2,0,0,0,2,5,2,3,2,0,5000,5000,0,0,0,0,0,0,0,6,1,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9862317518,,,9436171298,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,65,92,74,70,1,0,0,2,0,0,1,2,0,,,,,,,,,5,5,,,,,9,0,0,0,0,8,8,2,3,2,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,0,0,0,0,0,7,6,1,0
LUNGLEI,CHANMARI,15060200204,SOUTHERN FLOWER SCHOOL (ADHOC),ADHOC AIDED                                                                ,18,4,2,Upper Primary only,Urban,3,796701,1,2,1964,5,8,2,0,0,0,2,5,2,1,12,0,7000,7000,0,0,0,0,0,0,0,0,0,1,19,98,98,98,,,,,,7500,7500,0,0,,,,9862845794,,,,,,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,22,88,50,92,74,75,1,1996,0,2,0,0,2,1,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,44,30,38,32,37,34,30,38,0,0,0,0,0,0,0,0,5,2,7,0,7,0,0,0,0,7,0,6,1
LUNGLEI,CHANMARI,15060200206,CHRISTIAN EDUCATION CENTRE (LUMPSUM),LUMPSUM AIDED                                                              ,17,4,2,Upper Primary only,Urban,3,796701,1,3,1991,5,8,2,0,0,0,2,5,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,19,98,98,98,,,,,,0,0,0,0,,,,8014619959,,,9436147370,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,22,88,70,92,74,62,1,2003,0,2,0,0,2,3,0,,,,,,,,,5,5,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,13,8,5,10,10,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,6,0,6,0
LUNGLEI,CHANMARI,15060200207,BRILLIANT BOARDING SCHOOL,Pvt. Unaided,5,2,2,Primary with Upper Primary,Urban,3,796701,1,1,1997,1,8,1,10,1,0,2,5,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,1,19,98,98,98,,,,,,0,0,0,0,,,,9612794784,,,9863539484,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,22,88,22,92,74,93,1,2003,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,0,0,5,5,8,4,4,2,4,6,5,5,1,4,2,2,6,4,5,3,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,6,0,6,0
LUNGLEI,CHANMARI,15060200213,KIDS CARE,Pvt. Unaided,5,1,2,Primary,Urban,3,796701,1,1,2004,1,4,1,114,2,0,2,5,2,1,8,0,0,0,0,0,0,0,0,0,0,0,11,1,19,98,98,98,,,,,,0,0,0,0,,,,8794817420,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,42,92,74,80,1,0,0,2,0,0,1,3,0,,,,,,,,,5,5,,,,,9,0,0,68,46,15,14,23,7,14,8,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,11,0,11,0
LUNGLEI,CHANMARI,15060200215,SOUTHERN FLOWER SCHOOL PS,Church                                                                     ,12,1,2,Primary,Urban,3,796701,1,2,1964,1,4,1,127,3,0,2,5,2,1,12,0,0,0,0,0,0,0,0,0,0,0,8,1,19,98,98,98,,,,,,0,0,0,0,,,,,,,9862848794,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,50,92,74,62,1,1996,0,2,0,0,3,1,0,,,,,,,,,5,5,,,,,9,0,0,63,64,33,28,29,35,22,16,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,8,0,8,0
LUNGLEI,CHANMARI,15060200216,CHRISTIAN EDUCATION CENTRE P/S,Church                                                                     ,12,1,2,Primary,Urban,3,796701,1,1,1991,1,4,1,24,2,0,2,5,2,1,12,0,0,0,0,0,0,0,0,0,0,0,8,1,19,98,98,98,,,,,,0,0,0,0,,,,9436147370,,,8014619959,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,88,70,92,74,62,1,2003,0,2,0,0,2,3,0,,,,,,,,,5,5,,,,,9,0,0,10,14,7,8,16,15,9,6,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,0,0,0,0,0,8,0,8,0
LUNGLEI,CHANMARI,15060200220,ONYX SPECIAL SCHOOL,Pvt. Unaided,5,2,2,Primary with Upper Primary,Urban,3,796701,1,1,2003,1,8,2,0,0,0,2,5,2,1,8,0,0,0,0,0,0,0,0,0,0,0,4,0,25,98,98,98,,,,,,0,0,0,0,,,,9862411187,,,9862411187,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,22,88,57,92,74,67,1,0,0,1,0,0,3,2,0,,,,,,,,,5,5,,,,,2,0,0,0,0,17,6,8,0,3,2,3,3,3,1,2,2,4,2,3,4,0,0,0,0,0,0,0,0,3,5,8,4,4,0,0,0,0,8,0,8,0
LUNGLEI,CHANMARI,15060200223,GOVT. LUNGLEI HSS,Department of Education,1,11,2,Higher Secondary only/Jr. College,Urban,3,796701,0,0,1948,11,12,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2322653,,,,,,,0,0,0,0,0,18,18,14,17,0,0,0,0,0,0,0,0,0,2,0,0,22,53,5,92,44,48,1,0,0,2,0,0,0,0,0,,,,,,,,,0,2,0,1996,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,182,156,176,17,18,35,0,0,0,35,0,0,35,18,17,0
LUNGLEI,CHANMARI,15060200224,PUBLIC HIGHER SECONDARY SCHOOL (HSS SECTION),Pvt. Unaided,5,11,2,Higher Secondary only/Jr. College,Urban,3,796701,2,0,2003,11,12,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0,0,9862539667,,,,publichss@gmail.com,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,22,53,19,92,44,39,1,0,0,2,0,0,0,0,0,,,,,,,,,2,2,0,2006,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,8,6,2,3,5,0,0,0,5,0,0,5,0,5,0
LUNGLEI,CHANMARI,15060200225,SAM DA BEN HSS,Pvt. Unaided,5,11,2,Higher Secondary only/Jr. College,Urban,3,796701,1,1,2003,11,12,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9856090631,,,9862905294,,,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,2,0,0,22,53,6,92,44,52,1,0,0,2,0,0,0,0,0,,,,,,,,,2,2,0,2003,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,9,4,0,4,0,0,0,4,0,0,4,0,4,0
LUNGLEI,CHANMARI,15060200226,CHANMARI HS (ADHOC),ADHOC AIDED                                                                ,18,8,2,Secondary Only,Urban,3,796701,2,0,1991,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9089900547,,,9363362354,,,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,43,28,92,43,10,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1991,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,8,0,0,0,0,3,5,8,0,0,8,0,0,0,8,1,7,0
LUNGLEI,CHANMARI,15060200227,"CHHIMTLANG ACADEMY, HS SECTION",Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,0,0,2006,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436157081,,,,,,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,22,92,44,46,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,2006,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,4,0,0,0,0,3,2,5,0,0,5,0,0,1,5,0,5,0
LUNGLEI,CHANMARI,15060200228,"BRILLIANT BOARDING SCHOOL, HS SECTION",Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,0,0,1996,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2908997,9612794784,,,9863539484,,,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,52,56,92,44,6,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1997,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,6,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0
LUNGLEI,CHANMARI,15060200229,TEA MEMORIAL SCHOOL,Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,0,0,2005,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9436779201,,,,,,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,52,55,92,44,57,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,2005,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,0,0,0,0,4,1,5,0,0,5,0,0,0,5,0,5,0
LUNGLEI,CHANMARI,15060200230,GOVT. LUNGLEI HS,Department of Education,1,8,2,Secondary Only,Urban,3,796701,0,0,1948,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2324721,9862311359,,,,,,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,6,92,44,49,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,1952,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,61,93,103,0,0,0,0,10,12,22,0,0,22,0,0,0,22,18,4,0
LUNGLEI,CHANMARI,15060200231,SAM DA BEN HIGH SCHOOL,Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,,,2000,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9856090631,,,9862905294,,,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,53,6,92,44,52,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,2000,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,0,0,6,0,0,0,6,0,6,0
LUNGLEI,CHANMARI,15060200232,BETHESDA HSS (HIGH SCHOOL SECTION),Pvt. Unaided,5,8,2,Secondary Only,Urban,3,796701,,,2003,9,10,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2324513,9862811463,,,,lans-02@rediffmail.com,,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,52,56,92,44,58,1,0,0,2,0,0,0,0,0,,,,,,,,,2,0,2007,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,24,9,0,0,0,0,4,2,6,0,0,6,0,0,0,6,0,6,0
LUNGLEI,CHANMARI,15060200233,BETHESDA HSS,Pvt. Unaided,5,11,2,Higher Secondary only/Jr. College,Urban,3,796701,,,2003,11,12,2,,,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0372,2324513,9862811463,,,,,,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,2,0,0,22,52,56,92,44,58,1,0,0,2,0,0,0,0,0,,,,,,,,,0,2,0,2007,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,35,36,7,4,11,0,0,0,11,0,0,11,0,11,0
